cid,firstlast,lastname,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00034549,Adriano Espaillat,Espaillat,D,NY13,M,2016,0,,202-225-4365,202-225-0816,https://espaillat.house.gov,,1630 Longworth House Office Building,E000297,,,RepEspaillat,,RepEspaillat,1954-09-27
N00041162,Alexandria Ocasio-Cortez,Ocasio-Cortez,D,NY14,F,2018,0,,202-225-3965,,https://ocasio-cortez.house.gov/,,229 Cannon House Office Building,O000172,,,,,,1989-10-13
N00044346,Ritchie Torres,Torres,D,NY15,M,2020,0,,202225-4361,202225-6001,https://ritchietorres.house.gov/,,"317 Cannon House Office Building Washington, DC  20515",T000486,,,@RepRitchie,,,03/12/88
N00044790,Jamaal Bowman,Bowman,D,NY16,M,2020,0,,202225-2464,202225-5513,https://bowman.house.gov/,,"1605 Longworth House Office Building Washington, DC 20515",B001223,,,@RepBowman,,,04/01/76
N00044908,Mondaire Jones,Jones,D,NY17,M,2020,20,Lost primary,202225-6506,202225-0546,https://jones.house.gov/,,"1017 Longworth HOB Washington, DC 20515",J000306,,,@RepJones,,,05/18/87
N00034277,Sean Patrick Maloney,Maloney,D,NY18,M,2012,0,,202-225-5441,202-225-3289,http://seanmaloney.house.gov,https://seanmaloney.house.gov/contact/email-me,1027 Longworth House Office Building,M001185,139760,H2NY22139,RepSeanMaloney,,RepSeanMaloney,1966-07-30
N00041165,Pat Ryan,Ryan,D,NY19,M,2022,0,Won special general 8/24/2022,,,,,,,,,,,,
N00040741,Antonio Delgado,Delgado,D,NY19,M,2018,9,Resigned 5/25/2022 to become Lt Governor,202-225-5614,,https://delgado.house.gov/,,1007 Longworth House Office Building,D000630,,,repdelgado,,,1977-01-19
N00030196,Paul Tonko,Tonko,D,NY20,M,2008,0,,202-225-5076,202-225-5077,https://tonko.house.gov,https://tonko.house.gov/email-form1,2463 Rayburn House Office Building,T000469,4403,H8NY21203,RepPaulTonko,https://youtube.com/reppaultonko,reppaultonko,1949-06-18
N00035523,Elise Stefanik,Stefanik,R,NY21,F,2014,0,,202-225-4611,202-226-0621,https://stefanik.house.gov,,318 Cannon House Office Building,S001196,,H4NY21079,RepStefanik,,RepEliseStefanik,1984-07-02
N00036351,Claudia Tenney,Tenney,R,NY22,F,2020,0,,202-225-3665,,https://tenney.house.gov,,512 Cannon House Office Building,T000478,,,RepTenney,,RepClaudiaTenney,1961-02-04
N00048747,Joe Sempolinski,Sempolinski,R,NY23,M,2022,4,Won special general 8/24/2022,,,,,,,,,,,,
N00030949,Tom Reed,Reed,R,NY23,M,2010,2,"Resigned May 10, 2022",202-225-3161,202-226-6599,https://reed.house.gov,https://reed.house.gov/contact-me/email-me,2437 Rayburn House Office Building,R000585,127046,H0NY29054,RepTomReed,https://youtube.com/CongressmanTomReed,RepTomReed,1971-11-18
N00035934,John Katko,Katko,R,NY24,M,2014,4,Retiring at end of 117th Congress,202-225-3701,202-225-4042,https://katko.house.gov,,1620 Longworth House Office Building,K000386,,H4NY24073,RepJohnKatko,,RepJohnKatko,1962-11-09
N00043207,Joseph D Morelle,Morelle,D,NY25,M,2018,0,,202-225-3615,,https://morelle.house.gov,,1317 Longworth House Office Building,M001206,,,repjoemorelle,,,1957-04-29
N00027060,Brian Higgins,Higgins,D,NY26,M,2004,0,,202-225-3306,202-226-0347,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,RepBrianHiggins,https://youtube.com/CongressmanHiggins,RepBrianHiggins,1959-10-06
N00044575,Chris Jacobs,Jacobs,R,NY27,M,2020,4,Retiring at end of 117th Congress,,,,,,,,,,,,
N00027658,Kirsten Gillibrand,Gillibrand,D,NYS1,F,2009,0,,202-224-4451,202-228-0282,https://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,SenGillibrand,https://youtube.com/KirstenEGillibrand,KirstenGillibrand,1966-12-09
N00001093,Charles E Schumer,Schumer,D,NYS2,M,1998,0,,202-224-6542,202-228-3027,https://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,322 Hart Senate Office Building,S000148,26976,S8NY00082,SenSchumer,https://youtube.com/SenatorSchumer,senschumer,1950-11-23
