cid,firstlast,lastname,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00030709,Mark Desaulnier,Desaulnier,D,CA11,M,2014,0,,202-225-2095,202-225-5609,https://desaulnier.house.gov,,115 Cannon House Office Building,D000623,,H0CA10073,RepDeSaulnier,,RepMarkDeSaulnier,1952-03-31
N00007360,Nancy Pelosi,Pelosi,D,CA12,F,1987,0,,202-225-4965,202-225-8259,http://pelosi.house.gov,http://pelosi.house.gov/contact-me/email-me,233 Cannon House Office Building,P000197,26732,H8CA05035,NancyPelosi,https://youtube.com/nancypelosi,NancyPelosi,1940-03-26
N00008046,Barbara Lee,Lee,D,CA13,F,1998,0,,202-225-2661,202-225-9817,https://lee.house.gov,http://lee.house.gov/contact-the-office/email-me,2267 Rayburn House Office Building,L000551,8315,H8CA09060,RepBarbaraLee,https://youtube.com/RepLee,RepBarbaraLee,1946-07-16
N00029649,Jackie Speier,Speier,D,CA14,F,2008,4,Retiring at end of 117th Congress,202-225-3531,202-347-0956,https://speier.house.gov,https://forms.house.gov/speier/webforms/email_jackie.shtml,2465 Rayburn House Office Building,S001175,8425,H8CA12171,RepSpeier,https://youtube.com/jackiespeierca12,JackieSpeier,1950-05-14
N00033508,Eric Swalwell,Swalwell,D,CA15,M,2012,0,,202-225-5065,,https://swalwell.house.gov,http://swalwell.house.gov/contact-me/email-eric/,129 Cannon House Office Building,S001193,129529,H2CA15094,RepSwalwell,https://youtube.com/ericswalwell,CongressmanEricSwalwell,1980-11-16
N00026341,Jim Costa,Costa,D,CA16,M,2004,0,,202-225-3341,202-225-9308,https://costa.house.gov,http://www.house.gov/formcosta/issue.htm,2081 Rayburn House Office Building,C001059,3577,H4CA20082,RepJimCosta,https://youtube.com/RepJimCostaCA20,RepJimCosta,1952-04-13
N00026427,Ro Khanna,Khanna,D,CA17,M,2016,0,,202-225-2631,,https://khanna.house.gov,,513 Cannon House Office Building,K000389,,,RepRoKhanna,,RepRoKhanna,1976-09-13
N00007335,Anna Eshoo,Eshoo,D,CA18,F,1992,0,,202-225-8104,202-225-8890,http://eshoo.house.gov,https://eshoo.house.gov/email-me/,241 Cannon House Office Building,E000215,26741,H8CA12098,RepAnnaEshoo,https://youtube.com/RepAnnaEshoo,RepAnnaEshoo,1942-12-13
N00007479,Zoe Lofgren,Lofgren,D,CA19,F,1994,0,,202-225-3072,202-225-3336,https://lofgren.house.gov,http://lofgren.house.gov/contact/,1401 Longworth House Office Building,L000397,21899,H4CA16049,RepZoeLofgren,https://youtube.com/RepZoeLofgren,zoelofgren,1947-12-21
N00038601,Jimmy Panetta,Panetta,D,CA20,M,2016,0,,202-225-2861,,https://panetta.house.gov,,228 Cannon House Office Building,P000613,,,RepJimmyPanetta,,RepJimmyPanetta,1969-10-01
N00033367,David Valadao,Valadao,R,CA21,M,2012,0,,202-225-4695,202-226-3196,http://valadao.house.gov,http://valadao.house.gov/contact/,1728 Longworth House Office Building,V000129,120200,H2CA20094,RepDavidValadao,https://youtube.com/congressmanvaladao,CongressmanDavidValadao,1977-04-14
N00007248,Devin Nunes,Nunes,R,CA22,M,2002,2,Resigned 1/3/2022,202-225-2523,202-225-3404,http://nunes.house.gov,https://nunes.house.gov/contactform/default.aspx,1013 Longworth House Office Building,N000181,16725,H8CA20059,Rep_DevinNunes,https://youtube.com/RepDevinNunes,Congressman-Devin-Nunes-376470350795,1973-10-01
N00028152,Kevin McCarthy,Mccarthy,R,CA23,M,2006,0,,202-225-2915,202-225-2908,http://kevinmccarthy.house.gov,https://kevinmccarthy.house.gov/contact/email-me,2421 Rayburn House Office Building,M001165,28918,H6CA22125,GOPLeader,https://youtube.com/repkevinmccarthy,CongressmanKevinMcCarthy,1965-01-26
N00037015,Salud Carbajal,Carbajal,D,CA24,M,2016,0,,202-225-3601,,https://carbajal.house.gov,,212 Cannon House Office Building,C001112,,,RepCarbajal,,repsaludcarbajal,1964-11-18
N00044298,Mike Garcia,Garcia,R,CA25,M,2020,0,,,,,,,,,,,,,
N00034254,Julia Brownley,Brownley,D,CA26,F,2012,0,,202-225-5811,202-225-1100,http://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,B001285,59904,H2CA00120,JuliaBrownley26,https://youtube.com/RepJuliaBrownley,RepJuliaBrownley,1952-08-28
N00030600,Judy Chu,Chu,D,CA27,F,2009,0,,202-225-5464,202-225-5467,https://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,2423 Rayburn House Office Building,C001080,16539,H0CA32101,RepJudyChu,https://youtube.com/RepJudyChu,RepJudyChu,1953-07-07
N00009585,Adam Schiff,Schiff,D,CA28,M,2000,0,,202-225-4176,202-225-5828,http://schiff.house.gov,https://schiff.house.gov/email-congressman-schiff1,2372 Rayburn House Office Building,S001150,9489,H0CA27085,RepAdamSchiff,https://youtube.com/adamschiff,RepAdamSchiff,1960-06-22
N00033373,Tony Cardenas,Cardenas,D,CA29,M,2012,0,,202-225-6131,202-225-0819,https://cardenas.house.gov,https://cardenas.house.gov/contact/email-me,1510 Longworth House Office Building,C001097,9754,H2CA28113,RepCardenas,https://youtube.com/repcardenas,repcardenas,1963-03-31
N00006897,Brad Sherman,Sherman,D,CA30,M,1996,0,,202-225-5911,202-225-5879,http://sherman.house.gov,http://sherman.house.gov/contact/contact-congressman-sherman-form,2181 Rayburn House Office Building,S000344,142,H6CA24113,BradSherman,https://youtube.com/shermanca27,63158229861,1954-10-24
N00033997,Pete Aguilar,Aguilar,D,CA31,M,2014,0,,202-225-3201,202-226-6962,https://aguilar.house.gov,,1223 Longworth House Office Building,A000371,,H2CA31125,reppeteaguilar,,reppeteaguilar,1979-06-19
N00006789,Grace Napolitano,Napolitano,D,CA32,F,1998,0,,202-225-5256,202-225-0027,http://napolitano.house.gov,https://napolitano.house.gov/contact-me/email-me,1610 Longworth House Office Building,N000179,8393,H8CA34068,GraceNapolitano,https://youtube.com/RepGraceNapolitano,RepGraceNapolitano,1936-12-04
N00035825,Ted Lieu,Lieu,D,CA33,M,2014,0,,202-225-3976,202-225-4099,https://lieu.house.gov,,236 Cannon House Office Building,L000582,,H4CA33119,RepTedLieu,,RepTedLieu,1969-03-29
N00040597,Jimmy Gomez,Gomez,D,CA34,M,2017,0,,202-225-6235,,https://gomez.house.gov,,1530 Longworth House Office Building,G000585,,,RepJimmyGomez,,RepJimmyGomez,1974-11-25
N00036107,Norma Torres,Torres,D,CA35,F,2014,0,,202-225-6161,202-225-8671,https://torres.house.gov,,1713 Longworth House Office Building,T000474,,H4CA35031,NormaJTorres,,RepNormaTorres,1965-04-04
N00033510,Raul Ruiz,Ruiz,D,CA36,M,2012,0,,202-225-5330,202-225-1238,https://ruiz.house.gov,https://ruiz.house.gov/email-me,1319 Longworth House Office Building,R000599,136407,H2CA36439,CongressmanRuiz,https://youtube.com/repraulruiz,CongressmanRaulRuizMD,1972-08-25
N00031877,Karen Bass,Bass,D,CA37,F,2010,3,Running for Mayor of Los Angeles,202-225-7084,202-225-2422,https://bass.house.gov,https://bass.house.gov/contact-me/email-me,2241 Rayburn House Office Building,B001270,28963,H0CA33117,RepKarenBass,https://youtube.com/RepKarenBass,RepKarenBass,1953-10-03
N00024870,Linda Sanchez,Sanchez,D,CA38,F,2002,0,,202-225-6676,202-226-1012,https://lindasanchez.house.gov,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,2329 Rayburn House Office Building,S001156,29674,H2CA39078,RepLindaSanchez,https://youtube.com/LindaTSanchez,CongresswomanLindaSanchez,1969-01-28
N00042386,Young Kim,Kim,R,CA39,F,2020,0,,202225-4111,,https://youngkim.house.gov/,,"1306 Longworth House Office Building Washington, DC  20515",K000397,151787,,@RepYoungKim,,,10/18/62
N00006671,Lucille Roybal-Allard,Roybal-Allard,D,CA40,F,1992,4,Retiring at end of 117th Congress,202-225-1766,202-226-0350,http://roybal-allard.house.gov,http://roybal-allard.house.gov/contact/,2083 Rayburn House Office Building,R000486,26766,H2CA33048,RepRoybalAllard,https://youtube.com/RepRoybalAllard,RepRoybalAllard,1941-06-12
N00006701,Mark Takano,Takano,D,CA41,M,2012,0,,202-225-2305,202-225-7018,https://takano.house.gov,https://takano.house.gov/contact/email-me,1507 Longworth House Office Building,T000472,22337,H2CA43245,RepMarkTakano,https://youtube.com/RepMarkTakano,RepMarkTakano,1960-12-10
N00007099,Ken Calvert,Calvert,R,CA42,M,1992,0,,202-225-1986,202-225-2004,http://calvert.house.gov,https://calvert.house.gov/contactform/,2205 Rayburn House Office Building,C000059,26777,H2CA37023,KenCalvert,https://youtube.com/RepKenCalvert,RepKenCalvert,1953-06-08
N00006690,Maxine Waters,Waters,D,CA43,F,1990,0,,202-225-2201,202-225-7854,https://waters.house.gov,https://waters.house.gov/contact/contactform.htm,2221 Rayburn House Office Building,W000187,26759,H4CA23011,MaxineWaters,https://youtube.com/MaxineWaters,MaxineWaters,1938-08-15
N00037019,Nanette Barragan,Barragan,D,CA44,F,2016,0,,202-225-8220,,https://barragan.house.gov,,1320 Longworth House Office Building,B001300,,,RepBarragan,,CongresswomanBarragan,1976-09-15
N00040865,Katie Porter,Porter,D,CA45,F,2018,0,,202-225-5611,,https://porter.house.gov/,,1117 Longworth House Office Building,P000618,,,,,,1974-01-03
N00037260,Lou Correa,Correa,D,CA46,M,2016,0,,202-225-2965,,https://correa.house.gov,,1039 Longworth House Office Building,C001110,,,RepLouCorrea,,RepLouCorrea,1958-01-24
N00033274,Alan Lowenthal,Lowenthal,D,CA47,M,2012,4,Retiring at end of 117th Congress,202-225-7924,202-225-7926,http://lowenthal.house.gov,http://lowenthal.house.gov/contact/howtocontactme.htm,125 Cannon House Office Building,L000579,16469,H2CA00104,RepLowenthal,https://youtube.com/RepLowenthal,RepLowenthal,1941-03-08
N00044501,Michelle Steel,Steel,R,CA48,F,2020,0,,202225-2415,,https://steel.house.gov/,,"1113 Longworth House Office Building Washington, DC  20515",S001135,,,@RepSteel,,,06/21/55
N00040667,Mike Levin,Levin,D,CA49,M,2018,0,,202-225-3906,,https://mikelevin.house.gov/,,1626 Longworth House Office Building,L000593,,,RepMikeLevin,,,1978-10-28
N00007017,Darrell Issa,Issa,R,CA50,M,2000,0,,202-225-3906,202-225-3303,https://issa.house.gov,http://issa.house.gov/contact/contact-me,2269 Rayburn House Office Building,I000056,16553,H0CA48024,DarrellIssa,https://youtube.com/repdarrellissa,darrellissa,1953-11-01
N00007021,Juan Vargas,Vargas,D,CA51,M,2012,0,,202-225-8045,202-225-9073,http://vargas.house.gov,https://vargas.house.gov/contact,1605 Longworth House Office Building,V000130,29100,H2CA50026,RepJuanVargas,https://youtube.com/RepJuanVargas,RepJuanVargas,1961-03-07
N00033591,Scott Peters,Peters,D,CA52,M,2012,0,,202-225-0508,202-225-2558,http://scottpeters.house.gov,https://scottpeters.house.gov/contact/email-me,1122 Longworth House Office Building,P000608,70351,H2CA52089,RepScottPeters,,RepScottPeters,1958-06-17
N00042081,Sara Jacobs,Jacobs,D,CA53,F,2020,0,,202225-2040,202225-2948,https://sarajacobs.house.gov/,,"1232 Longworth HOB Washington, DC 20515",J000305,,,@RepSaraJacobs,,,02/01/89
N00047888,Alex Padilla,Padilla,D,CAS1,M,2021,0,Appointed to Senate 1/20/2021,202224- 3553,202224-2200,https://www.padilla.senate.gov/,,"Russell Senate Office Building Suite B03 Washington, DC 20510",P000145,,,@SenAlexPadilla,,,03/22/73
N00036915,Kamala Harris,Harris,D,CAS1,F,2016,12,Resigned to become Vice-President,202-224-3553,,https://www.harris.senate.gov,https://www.harris.senate.gov/content/contact-senator,112 Hart Senate Office Building,H001075,,,SenKamalaHarris,,SenatorKamalaHarris,1964-10-20
N00007364,Dianne Feinstein,Feinstein,D,CAS2,F,1992,0,,202-224-3841,202-228-3954,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,SenFeinstein,https://youtube.com/SenatorFeinstein,senatorfeinstein,1933-06-22
